# RuneScape950 cache items ID/name list
# Generated UTC: 2026-09-16T23:32:13.260262200Z
# Source cache: C:\Games\950OpenSource\cache
# Index 19; definitions=63414; named=57837; unnamed=5577; errors=0
# Reference table SHA-256: ff1d2e2e9bb3e2a488bd0e475b957bdbea5276625d4489d64cb5618bf8f014c6
# All actual reference-defined IDs are included. <unnamed> means no display name; errors are reported, never guessed.
# Names come from this950 cache. Items resolve cache template names; conditional NPC/object transforms depend on game state.
# UTF-8, tab-separated; literal tabs/newlines inside names are escaped.
ID	Name	Details
29605	Envoy of Chaos Robe Bottom	
29606	Envoy of Chaos Robe Bottom	bound; base=29605
29607	Envoy of Chaos Gloves	
29608	Envoy of Chaos Gloves	bound; base=29607
29609	Envoy of Chaos Shoes	
29610	Envoy of Chaos Shoes	bound; base=29609
29611	Elder longbow	
29612	Elder longbow	noted; base=29611
29614	Elder shortbow	
29615	Elder shortbow	noted; base=29614
29617	Dark arrow	
29618	<unnamed>	
29619	<unnamed>	
29620	<unnamed>	
29621	<unnamed>	
29622	Lit dark fire arrows	
29623	<unnamed>	
29624	<unnamed>	
29625	<unnamed>	
29626	<unnamed>	
29627	Unlit dark fire arrows	
29628	<unnamed>	
29629	<unnamed>	
29630	<unnamed>	
29631	<unnamed>	
29632	<unnamed>	
29633	<unnamed>	
29634	Elder longbow (sighted)	
29635	Elder pyre logs	
29636	Elder pyre logs	noted; base=29635
29637	Goblin cower shield	
29638	Sköll boots	
29639	Hati paws	
29640	Pumpkin amulet	
29641	Christmas pudding amulet	
29642	Lovestruck pendant	
29643	Heartbreak pendant	
29644	Mad necklace	
29645	Mad necklace	bound; base=29644
29646	Gofannon amulet	
29647	Penance horn	
29648	Penance master horn	
29649	Sacred clay robe top	
29650	Sacred clay robe bottom	
29651	Sacred clay hat	
29652	Sacred clay staff	
29653	Volatile clay tool	
29654	Volatile clay pickaxe	
29655	Volatile clay hatchet	
29656	Volatile clay harpoon	
29657	Volatile clay butterfly net	
29658	Volatile clay fletching knife	
29659	Volatile clay hammer	
29660	Volatile clay needle	
29661	Proto-tool	
29662	Sacred clay pickaxe	
29663	Sacred clay hatchet	
29664	Sacred clay harpoon	
29665	Sacred clay butterfly net	
29666	Sacred clay fletching knife	
29667	Sacred clay hammer	
29668	Sacred clay needle	
29669	Sacred clay platebody	
29670	Sacred clay platelegs	
29671	Sacred clay helm	
29672	Sacred clay scimitar	
29673	Sacred clay body	
29674	Sacred clay chaps	
29675	Sacred clay coif	
29676	Sacred clay bow	
29677	Cosmetic pendant of Attack	
29678	Cosmetic prized pendant of Attack	
29679	Cosmetic pendant of Strength	
29680	Cosmetic prized pendant of Strength	
29681	Cosmetic pendant of Defence	
29682	Cosmetic prized pendant of Defence	
29683	Cosmetic pendant of Ranging	
29684	Cosmetic prized pendant of Ranging	
29685	Cosmetic pendant of Magic	
29686	Cosmetic prized pendant of Magic	
29687	Cosmetic pendant of Prayer	
29688	Cosmetic prized pendant of Prayer	
29689	Cosmetic pendant of Runecrafting	
29690	Cosmetic prized pendant of Runecrafting	
29691	Cosmetic pendant of Construction	
29692	Cosmetic prized pendant of Construction	
29693	Cosmetic pendant of Dungeoneering	
29694	Cosmetic prized pendant of Dungeoneering	
29695	Cosmetic pendant of Constitution	
29696	Cosmetic prized pendant of Constitution	
29697	Cosmetic pendant of Agility	
29698	Cosmetic prized pendant of Agility	
29699	Cosmetic pendant of Herblore	
29700	Cosmetic prized pendant of Herblore	
29701	Cosmetic pendant of Thievery	
29702	Cosmetic prized pendant of Thievery	
29703	Cosmetic pendant of Crafting	
29704	Cosmetic prized pendant of Crafting	
29705	Cosmetic pendant of Fletching	
29706	Cosmetic prized pendant of Fletching	
29707	Cosmetic pendant of Slaying	
29708	Cosmetic prized pendant of Slaying	
29709	Cosmetic pendant of Hunting	
29710	Cosmetic prized pendant of Hunting	
29711	Cosmetic pendant of Mining	
29712	Cosmetic prized pendant of Mining	
29713	Cosmetic pendant of Smithing	
29714	Cosmetic prized pendant of Smithing	
29715	Cosmetic pendant of Fishing	
29716	Cosmetic prized pendant of Fishing	
29717	Cosmetic pendant of Cooking	
29718	Cosmetic prized pendant of Cooking	
29719	Cosmetic pendant of Firemaking	
29720	Cosmetic prized pendant of Firemaking	
29721	Cosmetic pendant of Woodcutting	
29722	Cosmetic prized pendant of Woodcutting	
29723	Cosmetic pendant of Farming	
29724	Cosmetic prized pendant of Farming	
29725	Cosmetic pendant of Summoning	
29726	Cosmetic prized pendant of Summoning	
29727	Cosmetic pendant of Divination	
29728	Cosmetic prized pendant of Divination	
29729	Dark arrowheads	
29730	<unnamed>	
29731	<unnamed>	
29732	<unnamed>	
29733	<unnamed>	
29734	Elder longbow (unstrung)	
29735	Elder longbow (unstrung)	noted; base=29734
29736	Elder shortbow (unstrung)	
29737	Elder shortbow (unstrung)	noted; base=29736
29738	Investigator's notebook	
29739	Lost ring	
29740	Lost necklace	
29741	Mysterious letter	
29742	Invitation box	
29743	Shadow	
29744	Sand	
29745	Fire	
29746	Time	
29747	Water	
29748	Life	
29749	Death	
29750	Light	
29751	Sliske's ascension invitation	
29752	Combat lamp	
29753	Agility lamp	
29754	Prayer lamp	
29755	Book of the underworld	
29756	Antique lamp	
29757	Constitution lamp	
29758	Thieving lamp	
29759	Barrows amulet	
29760	Mask of Sliske, Light	
29761	Mask of Sliske, Shadow	
29762	Sinister Clown Face	
29763	Sinister Clown Face	bound; base=29762
29764	Full outfit	
29765	Full outfit	bound; base=29764
29766	Ravenskull Cowl	
29767	Ravenskull Cowl	bound; base=29766
29768	Ravenskull Raiment	
29769	Ravenskull Raiment	bound; base=29768
29770	Ravenskull Garb	
29771	Ravenskull Garb	bound; base=29770
29772	Ravenskull Bracers	
29773	Ravenskull Bracers	bound; base=29772
29774	Ravenskull Treads	
29775	Ravenskull Treads	bound; base=29774
29776	Ravenskull Talon	
29777	Ravenskull Talon	bound; base=29776
29778	Ravenskull Off-hand Talon	
29779	Ravenskull Off-hand Talon	bound; base=29778
29780	Full outfit	
29781	Full outfit	bound; base=29780
29782	Deathless Regent Headguard	
29783	Deathless Regent Headguard	bound; base=29782
29784	Deathless Regent Breastplate	
29785	Deathless Regent Breastplate	bound; base=29784
29786	Deathless Regent Legplates	
29787	Deathless Regent Legplates	bound; base=29786
29788	Deathless Regent Gauntlets	
29789	Deathless Regent Gauntlets	bound; base=29788
29790	Deathless Regent Boots	
29791	Deathless Regent Boots	bound; base=29790
29792	Deathless Regent Shroud	
29793	Deathless Regent Shroud	bound; base=29792
29794	Deathless Regent Mace 'Pain'	
29795	Deathless Regent Mace 'Pain'	bound; base=29794
29796	Deathless Regent Off-hand Mace 'Agony'	
29797	Deathless Regent Off-hand Mace 'Agony'	bound; base=29796
29798	Bronze idol head	
29799	Bronze idol body	
29800	Bronze idol arms	
29801	Bronze idol legs	
29802	Jade idol head	
29803	Jade idol body	
29804	Jade idol arms	
29805	Jade idol legs	
29806	Gold idol head	
29807	Gold idol body	
29808	Gold idol arms	
29809	Gold idol legs	
29810	Ivory idol head	
29811	Ivory idol body	
29812	Ivory idol arms	
29813	Ivory idol legs	
29814	Obsidian idol head	
29815	Obsidian idol body	
29816	Obsidian idol arms	
29817	Obsidian idol legs	
29818	Incomplete bronze idol	
29819	Incomplete bronze idol	
29820	Incomplete bronze idol	
29821	Incomplete bronze idol	
29822	Incomplete bronze idol	
29823	Incomplete bronze idol	
29824	Incomplete jade idol	
29825	Incomplete jade idol	
29826	Incomplete jade idol	
29827	Incomplete jade idol	
29828	Incomplete jade idol	
29829	Incomplete jade idol	
29830	Incomplete gold idol	
29831	Incomplete gold idol	
29832	Incomplete gold idol	
29833	Incomplete gold idol	
29834	Incomplete gold idol	
29835	Incomplete gold idol	
29836	Incomplete ivory idol	
29837	Incomplete ivory idol	
29838	Incomplete ivory idol	
29839	Incomplete ivory idol	
29840	Incomplete ivory idol	
29841	Incomplete ivory idol	
29842	Incomplete obsidian idol	
29843	Incomplete obsidian idol	
29844	Incomplete obsidian idol	
29845	Incomplete obsidian idol	
29846	Incomplete obsidian idol	
29847	Incomplete obsidian idol	
29848	Grinning bronze idol	
29849	Grinning jade idol	
29850	Grinning gold idol	
29851	Grinning ivory idol	
29852	Grinning obsidian idol	
29853	RuneFest 2013 Cape	
29854	Sirenic mask	
29855	Sirenic mask	noted; base=29854
29856	Sirenic mask	
29857	Sirenic hauberk	
29858	Sirenic hauberk	noted; base=29857
29859	Sirenic hauberk	
29860	Sirenic chaps	
29861	Sirenic chaps	noted; base=29860
29862	Sirenic chaps	
29863	Sirenic scale	
29864	Algarum thread	
29865	Diviner's headwear	
29866	Diviner's robe	
29867	Diviner's legwear	
29868	Diviner's footwear	
29869	Diviner's handwear	
29870	Huge fallen star (Attack)	
29871	Huge fallen star (Strength)	
29872	Huge fallen star (Defence)	
29873	Huge fallen star (Ranged)	
29874	Huge fallen star (Prayer)	
29875	Huge fallen star (Magic)	
29876	Huge fallen star (Runecrafting)	
29877	Huge fallen star (Construction)	
29878	Huge fallen star (Constitution)	
29879	Huge fallen star (Agility)	
29880	Huge fallen star (Herblore)	
29881	Huge fallen star (Thieving)	
29882	Huge fallen star (Crafting)	
29883	Huge fallen star (Fletching)	
29884	Huge fallen star (Slayer)	
29885	Huge fallen star (Hunter)	
29886	Huge fallen star (Mining)	
29887	Huge fallen star (Smithing)	
29888	Huge fallen star (Fishing)	
29889	Huge fallen star (Cooking)	
29890	Huge fallen star (Firemaking)	
29891	Huge fallen star (Woodcutting)	
29892	Huge fallen star (Farming)	
29893	Huge fallen star (Summoning)	
29894	Huge fallen star (Divination)	
29895	Huge fallen star (Dungeoneering)	
29896	Huge prismatic fallen star	
29897	Large fallen star (Attack)	
29898	Large fallen star (Strength)	
29899	Large fallen star (Defence)	
29900	Large fallen star (Ranged)	
29901	Large fallen star (Prayer)	
29902	Large fallen star (Magic)	
29903	Large fallen star (Runecrafting)	
29904	Large fallen star (Construction)	
29905	Large fallen star (Constitution)	
29906	Large fallen star (Agility)	
29907	Large fallen star (Herblore)	
29908	Large fallen star (Thieving)	
29909	Large fallen star (Crafting)	
29910	Large fallen star (Fletching)	
29911	Large fallen star (Slayer)	
29912	Large fallen star (Hunter)	
29913	Large fallen star (Mining)	
29914	Large fallen star (Smithing)	
29915	Large fallen star (Fishing)	
29916	Large fallen star (Cooking)	
29917	Large fallen star (Firemaking)	
29918	Large fallen star (Woodcutting)	
29919	Large fallen star (Farming)	
29920	Large fallen star (Summoning)	
29921	Large fallen star (Divination)	
29922	Large fallen star (Dungeoneering)	
29923	Large prismatic fallen star	
29924	Picture	
29925	Picture	
29926	Picture	
29927	Picture	
29928	Builder's apron	
29929	Explorer Jack's helmet	
29930	Explorer Jack's helmet	
29931	<unnamed>	
29932	<unnamed>	
29933	Small Rebuildathon lamp	
29934	Medium Rebuildathon lamp	
29935	Large Rebuildathon lamp	
29936	<unnamed>	
29937	<unnamed>	
29938	<unnamed>	
29939	<unnamed>	
29940	<unnamed>	
29941	<unnamed>	
29942	<unnamed>	
29943	Runefest 2013 cape	
29944	Runefest 2011 hood	
29945	RuneFest 2010 Flagstaff of Festivities	
29946	Golden scythe	
29947	<unnamed>	
29948	<unnamed>	
29949	Shiny XP lamp	bound; base=24300
29950	Shiny XP lamp	
29951	Shiny XP lamp	bound; base=29950
29952	Morytanian music box	
29953	Morytanian music box	bound; base=29952
29954	Kharidian music box	
29955	Kharidian music box	bound; base=29954
29956	Mummy pack	
29957	Mummy pack	bound; base=29956
29958	Ancient Mummy Burial Mask	
29959	Ancient Mummy Burial Mask	bound; base=29958
29960	Ancient Mummy Greaves	
29961	Ancient Mummy Greaves	bound; base=29960
29962	Ancient Mummy Wraps	
29963	Ancient Mummy Wraps	bound; base=29962
29964	Ancient Mummy Handguards	
29965	Ancient Mummy Handguards	bound; base=29964
29966	Ancient Mummy Sandals	
29967	Ancient Mummy Sandals	bound; base=29966
29968	<unnamed>	
29969	<unnamed>	
29970	Starved mask of Amascut	
29971	Tormented mask of Icthlarin	
29972	Mask of Amascut	
29973	Mask of Icthlarin	
29974	Full outfit	
29975	Full outfit	bound; base=29974
29976	Ogre Infiltrator Mask	
29977	Ogre Infiltrator Mask	bound; base=29976
29978	Ogre Infiltrator Torso	
29979	Ogre Infiltrator Torso	bound; base=29978
29980	Ogre Infiltrator Stubs	
29981	Ogre Infiltrator Stubs	bound; base=29980
29982	Ogre Infiltrator Hands	
29983	Ogre Infiltrator Hands	bound; base=29982
29984	Ogre Infiltrator Stompers	
29985	Ogre Infiltrator Stompers	bound; base=29984
29986	Ogre Infiltrator Sword-club	
29987	Ogre Infiltrator Sword-club	bound; base=29986
29988	Full outfit	
29989	Full outfit	bound; base=29988
29990	Drakewing Head	
29991	Drakewing Head	bound; base=29990
29992	Drakewing Torso	
29993	Drakewing Torso	bound; base=29992
29994	Drakewing Legs	
29995	Drakewing Legs	bound; base=29994
29996	Drakewing Claws	
29997	Drakewing Claws	bound; base=29996
29998	Drakewing Feet	
29999	Drakewing Feet	bound; base=29998
30000	Drakewing Wings	
30001	Drakewing Wings	bound; base=30000
30002	Drakewing Staff	
30003	Drakewing Staff	bound; base=30002
30004	Barrows totem	
30005	Malevolent helm	
30006	Malevolent helm	noted; base=30005
30007	Malevolent helm	
30008	Malevolent cuirass	
30009	Malevolent cuirass	noted; base=30008
30010	Malevolent cuirass	
30011	Malevolent greaves	
30012	Malevolent greaves	noted; base=30011
30013	Malevolent greaves	
30014	Malevolent kiteshield	
30015	Malevolent kiteshield	noted; base=30014
30016	Malevolent kiteshield	
30017	Malevolent kiteshield (broken)	
30018	Vengeful kiteshield	
30019	Vengeful kiteshield	noted; base=30018
30020	Vengeful kiteshield	
30021	Vengeful kiteshield (broken)	
30022	Merciless kiteshield	
30023	Merciless kiteshield	noted; base=30022
30024	Merciless kiteshield	
30025	Merciless kiteshield (broken)	
30026	Malevolent energy (unstable)	
30027	Malevolent energy	
30028	Reinforcing plate	
30029	Reinforcing plate	noted; base=30028
30030	Barrows amulet	
30031	Ahrim bobblehead	
30032	Dharok bobblehead	
30033	Guthan bobblehead	
30034	Karil bobblehead	
30035	Torag bobblehead	
30036	Verac bobblehead	
30037	Protean plank	
30038	!( Hide neck slot )	
30039	!( Hide torso slot )	
30040	!( Hide legs slot )	
30041	!( Hide feet slot )	
30042	!( Hide hands slot )	
30043	<unnamed>	
30044	Skeletal Wings	
30045	Skeletal Wings	bound; base=30044
30046	Butterfly Wings	
30047	Butterfly Wings	bound; base=30046
30048	Zamorak Wings	
30049	Zamorak Wings	bound; base=30048
30050	Icyenic Wings	
30051	Icyenic Wings	bound; base=30050
30052	<unnamed>	
30053	Reese's off-hand sword	
30054	Arcane sigil shard	shard; base=13746
30055	Divine sigil shard	shard; base=13748
30056	Elysian sigil shard	shard; base=13750
30057	Spectral sigil shard	shard; base=13752
30058	Static gloves shard	shard; base=27481
30059	Tracking gloves shard	shard; base=27484
30060	Pneumatic gloves shard	shard; base=27487
30061	Bronze sword	
30062	Dawn	
30063	Dawn	bound; base=30062
30064	Dawn	
30065	Dusk	
30066	Dusk	bound; base=30065
30067	Dusk	
30068	Rusty bronze sword	
30069	Coins	
30070	Morwenna's headdress	
30071	Ring of potency	
30072	Dragon hatchet shard	shard; base=6739
30073	Virtus wand shard	shard; base=25654
30074	Virtus book shard	shard; base=25664
30075	Minnow	
30076	Raw minnow	
30077	Burnt minnow	
30078	Seismic wand shard	shard; base=28617
30079	Seismic singularity shard	shard; base=28621
30080	Drygore rapier shard	shard; base=26579
30081	Off-hand drygore rapier shard	shard; base=26583
30082	Drygore longsword shard	shard; base=26587
30083	Off-hand drygore longsword shard	shard; base=26591
30084	Drygore mace shard	shard; base=26595
30085	Off-hand drygore mace shard	shard; base=26599
30086	Seers' ring shard	shard; base=6731
30087	Archers' ring shard	shard; base=6733
30088	Warrior ring shard	shard; base=6735
30089	Berserker ring shard	shard; base=6737
30090	Torva full helm shard	shard; base=20135
30091	Torva platebody shard	shard; base=20139
30092	Torva platelegs shard	shard; base=20143
30093	Pernix cowl shard	shard; base=20147
30094	Pernix body shard	shard; base=20151
30095	Pernix chaps shard	shard; base=20155
30096	Virtus mask shard	shard; base=20159
30097	Virtus robe top shard	shard; base=20163
30098	Virtus robe legs shard	shard; base=20167
30099	Zaryte bow shard	shard; base=20171
30100	Pernix gloves shard	shard; base=25058
30101	Torva gloves shard	shard; base=25060
30102	Virtus gloves shard	shard; base=25062
30103	Torva boots shard	shard; base=25064
30104	Virtus boots shard	shard; base=25066
30105	Pernix boots shard	shard; base=25068
30106	Armadyl hilt shard	shard; base=11702
30107	Bandos hilt shard	shard; base=11704
30108	Saradomin hilt shard	shard; base=11706
30109	Zamorak hilt shard	shard; base=11708
30110	Zamorakian spear shard	shard; base=11716
30111	Hood of subjugation shard	shard; base=24992
30112	Garb of subjugation shard	shard; base=24995
30113	Gown of subjugation shard	shard; base=24998
30114	Ward of subjugation shard	shard; base=25001
30115	Armadyl helmet shard	shard; base=11718
30116	Armadyl chestplate shard	shard; base=11720
30117	Armadyl buckler shard	shard; base=25013
30118	Armadyl chainskirt shard	shard; base=11722
30119	Bandos helmet shard	shard; base=25022
30120	Bandos chestplate shard	shard; base=11724
30121	Bandos tassets shard	shard; base=11726
30122	Saradomin sword shard	shard; base=11730
30123	Saradomin's whisper shard	shard; base=25028
30124	Saradomin's hiss shard	shard; base=25031
30125	Saradomin's murmur shard	shard; base=25034
30126	Armadyl crossbow shard	shard; base=25037
30127	Dragon limbs shard	shard; base=25481
30128	Iron minotaur pouch(u)	
30129	Steel minotaur pouch(u)	
30130	Mithril minotaur pouch(u)	
30131	Adamant minotaur pouch(u)	
30132	Rune minotaur pouch(u)	
30133	Sp. guthatrice pouch(u)	
30134	Sp. saratrice pouch(u)	
30135	Sp. zamatrice pouch(u)	
30136	Sp. pengatrice pouch(u)	
30137	Sp. coraxatrice pouch(u)	
30138	Sp. vulatrice pouch(u)	
30139	Spirit sapphire	
30140	Spirit emerald	
30141	Spirit ruby	
30142	Spirit diamond	
30143	Spirit dragonstone	
30144	Spirit onyx	
30145	Infinity robes	
30146	Infinity robes	bound; base=30145
30147	Replica Infinity Hat	
30148	Replica Infinity Hat	bound; base=30147
30149	Replica Infinity Top	
30150	Replica Infinity Top	bound; base=30149
30151	Replica Infinity Bottoms	
30152	Replica Infinity Bottoms	bound; base=30151
30153	Replica Infinity Gloves	
30154	Replica Infinity Gloves	bound; base=30153
30155	Replica Infinity Boots	
30156	Replica Infinity Boots	bound; base=30155
30157	Air infinity robes	
30158	Air infinity robes	bound; base=30157
30159	Replica Infinity (Air) Hat	
30160	Replica Infinity (Air) Hat	bound; base=30159
30161	Replica Infinity (Air) Top	
30162	Replica Infinity (Air) Top	bound; base=30161
30163	Replica Infinity (Air) Bottoms	
30164	Replica Infinity (Air) Bottoms	bound; base=30163
30165	Earth infinity robes	
30166	Earth infinity robes	bound; base=30165
30167	Replica Infinity (Earth) Hat	
30168	Replica Infinity (Earth) Hat	bound; base=30167
30169	Replica Infinity (Earth) Top	
30170	Replica Infinity (Earth) Top	bound; base=30169
30171	Replica Infinity (Earth) Bottoms	
30172	Replica Infinity (Earth) Bottoms	bound; base=30171
30173	Fire infinity robes	
30174	Fire infinity robes	bound; base=30173
30175	Replica Infinity (Fire) Hat	
30176	Replica Infinity (Fire) Hat	bound; base=30175
30177	Replica Infinity (Fire) Top	
30178	Replica Infinity (Fire) Top	bound; base=30177
30179	Replica Infinity (Fire) Bottoms	
30180	Replica Infinity (Fire) Bottoms	bound; base=30179
30181	Water infinity robes	
30182	Water infinity robes	bound; base=30181
